,description_short,adress,zip_code,price_cold,price_warm,rooms,area,yearbuild,url
939,"Sofort verfügbar! Helle 3-Zimmer mit tollem Grundriss, Gemeinschaftsgarten und Blick auf den Lehnitzsee",Magnus-Hirschfeld-Straße  16515 Oranienburg,16515,1476.0,NaN,3.0,123.0,NA,https://www.immonet.de/angebot/39544256
940,Schöne 2-Raum-Wohnung am Neustädtischen Markt *Balkon,14776 Brandenburg,14776,549.9,690.43,2.0,61.1,NA,https://www.immonet.de/angebot/41593428
941,"Sonnenhöfe - 3 Zimmer mit großem Wohn-Essbereich, Balkon, Dusche und Wanne",Antaresstraße 5  12529 Schönefeld,12529,879.0,1113.0,3.0,72.35,2019,https://www.immonet.de/angebot/40536556
942,* Living dream * - Noble apartment!,Heidestraße 19  10557 Berlin,10557,791.62,940.0,1.0,29.68,2019,https://www.immonet.de/angebot/41302995
943,2 Balkone! Einbauküche! Stellplatz!!! - Köllnischer Park,Rungestr. 6  10179 Berlin,10179,3100.0,NaN,4.0,152.0,NA,https://www.immonet.de/angebot/41517074
944,Charmante 3 Zi Wohnung | Komplett möbliert | 2 Badezimmern | Balkon | 2 Stellplatz |,Münzstraße 10  10178 Berlin,10178,486.0,NaN,3.0,72.24,2003,https://www.immonet.de/angebot/41672141
945,"Moderne, helle 3-Zimmer -77 qm-Komfort-Wohnung im 1 OG",Am Weinberg 7  14542 Werder,14542,700.0,885.0,3.0,77.5,1997,https://www.immonet.de/angebot/41664484
946,Historisches Wohnensemble: Erstbezug nach aufwendiger Sanierung*Parkett*Wohnküche*Komfortbad*,Windsteiner Weg 20  14165 Berlin,14165,696.28,NaN,2.5,53.54,NA,https://www.immonet.de/angebot/41194739
947,"Gestrichen, ruhig gelegene Wohnung für Familien!",Alt-Friedrichsfelde 83  10315 Berlin,10315,899.0,1111.0,4.0,91.11,1979,https://www.immonet.de/angebot/40808197
948,Schöne 4-Zimmer-Wohnung sucht Familie!,14776 Brandenburg,14776,882.35,1124.35,4.0,121.0,1993,https://www.immonet.de/angebot/40857537
949,"WBS erforderlich - 2,5 Zimmer im Herzen Neuköllns suchen neuen Mieter",Wildenbruchstr. 76  12045 Berlin,12045,359.93,555.93,2.5,67.86,1952,https://www.immonet.de/angebot/41667245
950,"Nachmieter gesucht, gern mit Übernahme der Einbauküche!",Flämingstraße 7  16227 Eberswalde,16227,335.0,447.0,2.0,47.78,1988,https://www.immonet.de/angebot/41652910
951,Jewel on 26 m² including pantry,Heidestraße 19  10557 Berlin,10557,856.04,990.0,1.0,26.79,2019,https://www.immonet.de/angebot/41303033
952,Niedliche Familienwohnung mit Balkon!,Havelländer Ring 65  12629 Berlin,12629,629.0,763.0,3.0,54.8,1985,https://www.immonet.de/angebot/41302273
953,Vermietung für 3 Jahre Komplett modernisierte 3-Zimmer Wohnung in Kudamnähe,Bayerische Straße  10707 Berlin,10707,858.75,NaN,3.0,86.0,1930,https://www.immonet.de/angebot/41634459
954,"Erstbezug ! Große 5,5 Zimmer-Wohnung nahe dem Kurfürstendamm",10707 Berlin,10707,5309.75,5918.75,5.5,212.39,1910,https://www.immonet.de/angebot/40999467
955,Einzel- und Onlinebesichtigungen möglich: Attraktiver Erstbezug mit Terrasse für Singles und Pärchen,Aldebaranstraße 16  12529 Schönefeld,12529,640.0,813.0,2.0,54.12,2020,https://www.immonet.de/angebot/41554674
956,Vollmöbliert!! Wunderschöne Wohnung mit eigenem Balkon und tollem Ausblick im absoluten Hotspot !!,Mainzer Straße 35  12053 Berlin,12053,900.0,1055.0,2.0,50.35,2018,https://www.immonet.de/angebot/41666305
957,Erstbezug - 4-Zimmer-Dachgeschoß,Wisbyer Straße 4  10439 Berlin,10439,2300.0,2575.0,4.0,145.0,2020,https://www.immonet.de/angebot/28813334
958,WWWSONNENHÖFE-SCHÖNEFELDDE,Aldebaranstraße 8  12529 Schönefeld,12529,999.0,1290.0,4.0,90.94,2020,https://www.immonet.de/angebot/41554668
959,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1149.0,1399.0,1.0,32.94,2020,https://www.immonet.de/angebot/41018640
960,NEU - WOHN T RAUM - THE METROPOLITAN PARK IN BERLIN STAAKEN,The Metropolitan Park  13591 Berlin,13591,1015.0,1292.0,3.0,92.22,1935,https://www.immonet.de/angebot/41633084
961,Helle und gemütliche 2-Zimmer Wohnung !!,Rosenrotweg 1  12526 Berlin,12526,647.73,779.68,2.0,47.98,NA,https://www.immonet.de/angebot/40536377
962,Großzügige Wohnung mit Kücheninsel und Ankleide für besondere Ansprüche,Voltairestraße 11  10179 Berlin,10179,2085.15,NaN,3.0,91.66,2017,https://www.immonet.de/angebot/40187896
963,Wohnen im Königstadt-Quartier - Hochwertige Pärchen-/Familienwohnung in Friedrichshain!,Pauline-Staegemann-Str. 2  10249 Berlin,10249,1425.0,1695.0,3.0,80.72,2020,https://www.immonet.de/angebot/41599529
964,Wunderschöne 4 Raum-Wohnung ab 1Oktober zu vermieten !!!,14513 Teltow,14513,1100.0,1400.0,4.0,120.0,2018,https://www.immonet.de/angebot/41651078
965,Komfortaltbau in der Münzstraße - Erstbezug nach umfassender Kernsanierung - Designausstattung -,Münzstraße 10  10178 Berlin,10178,1870.0,NaN,2.0,75.0,1869,https://www.immonet.de/angebot/40548519
966,Traumwohnung - Altbauwohnung - 2 Dachterrassen - modernisiert und restauriert,14467 Potsdam,14467,3181.1,4080.5,6.0,212.1,2019,https://www.immonet.de/angebot/40489689
967,"Neubau, exklusive 3 Zi Eigentumswohnung in begehrter Stadtlage von Mittenwalde",Yorckstraße 38  15749 Mittenwalde,15749,900.0,1115.0,3.0,91.0,2019,https://www.immonet.de/angebot/41651505
968,WIEDER VERFÜGBAR! Große Familienwohnung mit EBK und Laminat!,Pfannschmitdtstr. 25  13125 Berlin,13125,749.0,953.0,3.0,74.15,1997,https://www.immonet.de/angebot/40877782
969,"Hell, modern, möblierte 1 Zimmer Studentenwohnung STUDIO HOUSE BERLIN am Mauerpark",Bärbel-Bohley-Ring 26  13355 Berlin,13355,540.0,639.0,1.0,20.5,2017,https://www.immonet.de/angebot/40517885
970,Praktisches Apartment für Singles!,Havelländer Ring 44  12629 Berlin,12629,449.0,536.0,1.0,33.54,1985,https://www.immonet.de/angebot/41603390
971,YOUNIQ-Apartmenthaus in Potsdam - direkt an der FH!,Jochen-Klepper-Straße 1-7  14469 Potsdam,14469,366.5,469.0,1.0,20.5,2011,https://www.immonet.de/angebot/41383294
972,Wohnung in Eberswalde,Altenhofer Str. 69  16227 Eberswalde,16227,312.0,413.0,2.0,51.99,1927,https://www.immonet.de/angebot/41503421
973,"Renoviert, Top Zustand! Helle Familienwohnung ab sofort!",Welsestraße 2  13057 Berlin,13057,769.0,943.0,3.0,70.68,1984,https://www.immonet.de/angebot/41279821
974,1 Reihe am Wasser - mehr geht nicht! Ideal für Wohnen und Arbeiten gleichzeitig!,Heidestraße 19  10557 Berlin,10557,1998.98,2362.43,3.0,121.15,2019,https://www.immonet.de/angebot/41477407
975,Ab ins neue Zuhause,Stellingdamm 9e  12555 Berlin,12555,982.22,1221.74,3.0,85.54,NA,https://www.immonet.de/angebot/41644445
976,neues Wohnen in NAUEN - 2 Zimmer mit Terrassen und Privatgarten im Erstbezug,Allee zu den Mühlenstücken 5  14641 Nauen,14641,599.0,782.0,2.0,65.31,2019,https://www.immonet.de/angebot/41496471
977,Erstbezug nach Dachausbau!,Adalbertstraße 23  10997 Berlin,10997,1323.2,1471.2,2.0,66.16,2020,https://www.immonet.de/angebot/41664455
978,Aufgepasst! Geräumige 4-Zimmer Wohnung mit zwei Bädern und Süd-Balkon,Lehnitzstraße 23 B  16515 Oranienburg,16515,1155.0,1445.0,4.0,101.5,2020,https://www.immonet.de/angebot/41451716
979,Große und helle 3-Zimmer-Altbauwohnung in Spandau zu vermieten!,13585 Berlin,13585,997.5,1162.5,3.0,105.0,1900,https://www.immonet.de/angebot/41303310
980,Repräsentative Dachgeschosswohnung am Lietzenseepark - frei ab sofort,Kaiserdamm 13  14057 Berlin,14057,3490.0,3876.0,5.0,190.0,1900,https://www.immonet.de/angebot/41493441
981,Großzügige und lichtdurchflutete 3-Zimmer-Wohnung im QH Core des neuen Quartier Heidestrasse,Heidestraße / Planstraße / Dreieckplatz .  10557 Berlin,10557,1615.0,NaN,3.0,92.37,2020,https://www.immonet.de/angebot/40965109
982,Wohnung mit Balkon zum Einziehen und Wohlfühlen!,14195 Berlin,14195,700.0,850.0,1.0,41.0,1972,https://www.immonet.de/angebot/41551235
983,modern und gemütlich möbliertes 1-Zimmer Studio im STUDIO HOUSE BERLIN,Bärbel-Bohley-Ring 26  13355 Berlin,13355,530.0,629.0,1.0,20.5,2017,https://www.immonet.de/angebot/40361267
984,Traumhaftes Apartment mit Balkon & Pantry,Heidestraße 19  10557 Berlin,10557,852.23,990.0,1.0,27.55,2019,https://www.immonet.de/angebot/41303008
985,Zentral gelegene 2 Raum Wohnung im Dachgeschoß (4OG),Stubenrauchstr. 4 - Hofseite  15806 Zossen,15806,498.95,628.0,2.0,58.7,NA,https://www.immonet.de/angebot/39430795
986,Moderne familienfreundliche Erdgeschosswohnung im Neubau - 1000€ Gutscheinaktion bis 31082020,Brünhildestraße 64  14542 Werder,14542,1148.0,NaN,3.0,85.01,NA,https://www.immonet.de/angebot/39711077
987,Einzel- und Onlinebesichtigungen möglich: Perfekt für Paare - moderne 2-Zimmerwohnung mit Terrasse,Aldebaranstraße 10  12529 Schönefeld,12529,659.0,845.0,2.0,58.07,2020,https://www.immonet.de/angebot/40740100
988,Helle 2-Zimmer-Wohnung im Neubau mit EBK & Balkon & Terrasse,Lehrterstr. 24a  10557 Berlin,10557,1190.0,1399.0,2.0,56.84,2019,https://www.immonet.de/angebot/41553290
989,Voll ausgestattetes 2-Zi Whg mit Fitnessstudio & Concierge in Mitte,10557 Berlin,10557,1207.0,1399.0,2.0,46.75,2020,https://www.immonet.de/angebot/41665611
990,Erstklassig ausgestattete Wohnung nahe Alexanderplatz,Pauline-Staegemann-Str. 4  10249 Berlin,10249,1525.0,1795.0,3.0,82.27,2020,https://www.immonet.de/angebot/41600836
991,Wunderschöne Wohnung im Herzen von Geltow (Neubau),Auf dem Berge 9  14548 Schwielowsee,14548,1020.0,NaN,3.0,70.22,NA,https://www.immonet.de/angebot/41221506
992,"Sonnenhöfe - 3 Zimmer, Wannenbad, EBK und Terrasse",Angerstraße 6  12529 Schönefeld,12529,899.0,1173.0,3.0,85.53,2019,https://www.immonet.de/angebot/39731873
993,"Erstbezug: exklusive 2,5-Zimmer-Wohnung mit EBK, Balkon und Einbauküche in Bestensee",Am see 17  15741 Bestensee,15741,800.0,1053.0,2.5,72.0,2020,https://www.immonet.de/angebot/41627585
994,"**Wohnen am Tegeler See** modernisierte 2 Zimmer + Balkon + Tageslichtbad in ruhiger, grüner Lage",Scharfenberger Straße 36  13505 Berlin,13505,650.0,830.0,2.0,65.0,1978,https://www.immonet.de/angebot/41666761
995,Familienglück in Nauen - Familienparadies auf 4 Zimmer im Erstbezug,Bauernfeldallee 4  14641 Nauen,14641,979.0,1264.0,4.0,101.73,2019,https://www.immonet.de/angebot/41496470
996,Schöne Neubauwohnung an den Gärten der Welt,12685 Berlin,12685,802.22,973.06,3.0,75.38,2017,https://www.immonet.de/angebot/41648801
997,4 Zimmer als Monteurzimmer in Königs Wusterhausen (12 Schlafplätze),15711 Königs Wusterhausen,15711,2000.0,NaN,4.0,91.0,1829,https://www.immonet.de/angebot/40097464
998,"Großzügige, lichtdurchflutete 4-Zimmer-Wohnung (möbliert)",10117 Berlin,10117,NA,2440.0,4.0,130.0,NA,https://www.immonet.de/angebot/41561951
999,Schöne Studentenwohnung mit Balkon!,Alt-Friedrichsfelde 79  10315 Berlin,10315,499.0,596.0,1.0,36.93,1979,https://www.immonet.de/angebot/41558001
1000,helles und möbliertes Apartment direkt im Trendbezirk Mitte - frei ab 01092020,Invalidenstrasse 6  10115 Berlin,10115,1330.44,1490.44,2.0,53.23,1915,https://www.immonet.de/angebot/41380875
1001,Parkwohnanlage Birkenhaag - WBS erforderlich,Kirchhainer Damm 88a  12309 Berlin,12309,505.63,762.63,2.5,69.36,1985,https://www.immonet.de/angebot/41478845
1002,"Erstklassige Penthouse Wohnung im Erstbezug / TG Stellplatz, Concierge Service uvm",10777 Berlin,10777,4360.0,4980.0,4.0,171.8,2017,https://www.immonet.de/angebot/39681622
1003,Nachmieter fuer 1-Zimmer-Wohnung mit Einbauküche in Sprengelkiez,Kiautschoustrasse 3  13353 Berlin,13353,535.0,668.0,1.0,53.0,NA,https://www.immonet.de/angebot/41654035
1004,"Sonnige, ruhige 2-Zimmer-DG-Wohnung mit Dachterrasse in Köpenick",Rudower Str. 17  12557 Berlin,12557,739.44,933.44,2.0,72.0,1892,https://www.immonet.de/angebot/41625597
1005,Wohnungen mit direkter Wasserlage in Mitte - Erstbezug!,Hilda-Geiringer-Weg H3_05/06 6  10557 Berlin,10557,2920.0,3315.0,4.0,132.0,2019,https://www.immonet.de/angebot/40842313
1006,"Oranienburg 2,5 Zimmer-Souterrainwohnung",16515 Oranienburg,16515,464.0,594.0,2.5,58.0,NA,https://www.immonet.de/angebot/41464108
1007,helle Zwei-Raum-Wohnung mit Balkon,Bahnhofstraße 2a  14641 Paulinenaue,14641,293.0,422.0,2.0,43.7,1965,https://www.immonet.de/angebot/41580549
1008,Vollständig möbiliertes Studioappartement in Köpenick,Lindenstraße 28  12555 Berlin,12555,699.0,854.0,1.0,36.0,2018,https://www.immonet.de/angebot/41665833
1009,3-Raum Whg mit Balkon und großem WoZi,Karl-Bernau-Ring 54  14641 Nauen,14641,460.0,638.0,3.0,68.6,1988,https://www.immonet.de/angebot/40463956
1010,/\ Erdgeschossmaisonette /\ Terrasse /\ Gartennutzung /\,Speerweg 67  13465 Berlin,13465,1210.0,1660.0,4.0,115.39,NA,https://www.immonet.de/angebot/41596192
1011,"***IHR ganz privates Luxus-Penthouse-Refugium, nahe Schloss Charlottenburg!***",Heubnerweg 9  14059 Berlin,14059,3475.0,3974.52,4.0,178.4,2020,https://www.immonet.de/angebot/41536524
1012,ERSTBEZUG! Traumhafte Aussichten in Mahlsdorf,12623 Berlin,12623,1750.0,1999.0,3.0,119.0,2020,https://www.immonet.de/angebot/40222739
1013,2-Zimmer-Wohnung in Berlin bezugsfertig ab sofort,Eisenacher Straße 84  10781 Berlin,10781,800.0,800.0,2.0,55.0,NA,https://www.immonet.de/angebot/41672276
1014,Charmante WG in der Altstadt,14513 Teltow,14513,3500.0,4250.0,NA,390.0,NA,https://www.immonet.de/angebot/40776322
1015,Luxus-Penthouse mit besten Aussichten zum Erstbezug direkt am HBF!,Heidestraße 19  10557 Berlin,10557,2146.38,2514.33,4.0,122.65,2019,https://www.immonet.de/angebot/41477307
1016,Am Rosenanger - Wohnen mit märkischem Charme und exklusiver Ausstattung,15745 Wildau,15745,856.65,1057.19,2.0,67.4,NA,https://www.immonet.de/angebot/38095237
1017,Senioren Wohnen in Fredersdorf--- Noch 2 WE Frei!!!,Bruchmühlerstrasse 77  15370 Fredersdorf-Vogelsdorf,15370,498.5,560.0,2.0,33.21,2019,https://www.immonet.de/angebot/41520814
1018,RathausVillen - 2 Zimmer mit EBK und Balkon im Erstbezug,Rathausgasse 10  12529 Schönefeld,12529,779.0,948.98,2.0,67.99,2020,https://www.immonet.de/angebot/40775894
1019,Exklusives DESIGNER-PENTHOUSE mit ROOF-TOP Terrasse mit 360 Grad- Traumblick,10787 Berlin,10787,5000.0,5000.0,4.0,200.0,NA,https://www.immonet.de/angebot/41664927
1020,"FRIEDRICHSHAIN: Neue Bahnhofstr: LUXUS Möblierte 2-Zi-EG-Whg, 54 m² per 01092020 zu VERMIETEN",10245 Berlin,10245,799.0,1199.0,2.0,54.0,1998,https://www.immonet.de/angebot/41255888
1021,"Hübsche, helle Familienwohnung mit Balkon!",Randowstraße 10  13057 Berlin,13057,729.0,901.0,3.0,70.74,1984,https://www.immonet.de/angebot/41120659
1022,"Erstbezug, moderne Wohnung 4 OG mit Sonnenbalkon und Gartenblick in Berlin Lichterfelde, zu vermieten",Ostpreußendamm 117A  12207 Berlin,12207,1500.0,1770.0,3.0,79.65,2020,https://www.immonet.de/angebot/41558482
1023,Geräumige 3-Zimmerwohnung am Sternplaza in Potsdam!,Gerlachstraße 31/33  14480 Potsdam,14480,844.74,1201.41,3.0,93.86,1998,https://www.immonet.de/angebot/41086124
1024,"Thaerstraße 44, 10249 Berlin (Friedrichshain)",Thaerstraße 44  10249 Berlin,10249,1117.5,1307.95,1.0,37.25,1914,https://www.immonet.de/angebot/40998939
1025,ERSTBEZUG NAHE BOTANISCHEM GARTEN MIT AUFZUG,14195 Berlin,14195,740.0,860.0,1.0,28.0,NA,https://www.immonet.de/angebot/41356442
1026,"Exklusive Dachgeschosswohnung direkt am Müggelsee 2-Zimmer mit 55,18 m² Wfl im 4 OG - Baujahr 1892",Müggelseedamm 270  12587 Berlin,12587,1379.5,1534.0,2.0,55.18,1892,https://www.immonet.de/angebot/41494114
1027,"Smarte, rollstuhlgerechte Studiowohnung mit Einbauküche in Adlershof",Groß-Berliner-Damm 120a  12489 Berlin,12489,631.8,NaN,1.0,36.12,2020,https://www.immonet.de/angebot/41565570
1028,2 2/2 Zimmer - Gemütliche Familienwohnung lädt zum Verweilen ein !!,Johannes-Tobei-Str. 19  12526 Berlin,12526,1121.58,1350.05,4.0,83.08,2019,https://www.immonet.de/angebot/40504579
1029,"***Gemütlich eingerichtete, möblierte Wohnung auf Zeit in der City von Spandau!!!***",Grünhofer Weg 41  13581 Berlin,13581,NA,1100.0,2.0,61.0,1965,https://www.immonet.de/angebot/38514147
1030,Wohnen am Wasser im Quartier am Humboldthafen! Erstbezug!,Hilda-Geiringer-Weg H3_01/06 6  10557 Berlin,10557,2500.0,2903.0,4.0,139.0,2019,https://www.immonet.de/angebot/38084785
1031,Familienfreundliche Neubauwohnung in Seenähe  - 1000€ Gutscheinaktion bis 31082020,Brünhildestraße 64  14542 Werder,14542,1137.0,NaN,3.0,84.21,NA,https://www.immonet.de/angebot/39711253
1032,Vollmöbliertes 2 Zimmer Apartment mit Terasse!,Lehrter Straße 24b  10557 Berlin,10557,890.0,NaN,2.0,50.78,2020,https://www.immonet.de/angebot/41185954
1033,Hell und großzügig geschnitten mit großem ausgebautem Keller,12527 Berlin,12527,1600.0,1900.0,3.0,105.0,NA,https://www.immonet.de/angebot/41318458
1034,"Schöne, 2 Zimmer Altbauwohnung",10711 Berlin,10711,990.0,1171.0,2.0,90.0,1910,https://www.immonet.de/angebot/30809524
1035,"Lofts, gerade neu modernisiert und bezugsfrei, am Rande Berlins",15711 Königs Wusterhausen,15711,1093.0,NaN,1.0,119.88,1970,https://www.immonet.de/angebot/41158221
1036,"Berlin-Spandau-Schöne 3 Zimmer-Mietwohnung mit großem Balkon, Bad, Gäste-WC und viel Ruhe im Grünen",13591 Berlin,13591,1200.0,1519.0,3.0,141.0,1983,https://www.immonet.de/angebot/41668065
1037,Geräumige Familienwohnung mit Balkon und Badewanne!,Kastanienallee 106  12627 Berlin,12627,659.0,840.0,3.0,70.15,1985,https://www.immonet.de/angebot/41517110
1038,NEUBAU! Großzügige 3-Zimmer Wohnung mit eigener Terrasse in Spandau,Grünhoferweg 36  13581 Berlin,13581,1170.0,1445.0,3.0,91.9,2020,https://www.immonet.de/angebot/41503806
1039,Erstbezug in der City-West! Moderne 2-Zimmer Wohnung,14199 Berlin,14199,1065.0,1286.0,2.0,65.36,2020,https://www.immonet.de/angebot/41592448
1040,Wonderful & beautiful! 29m² apartment,Heidestraße 19  10557 Berlin,10557,790.65,940.0,1.0,29.87,2019,https://www.immonet.de/angebot/41303063
1041,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1149.0,1399.0,1.0,30.77,2020,https://www.immonet.de/angebot/41018641
1042,Für Sie gemacht - kleine Ruheoase in Blankenfelde-Mahlow,Am Lückefeld 23  15831 Mahlow,15831,612.15,NaN,1.0,46.2,2020,https://www.immonet.de/angebot/40502540
1043,Wohnung mit Einbauküche in Falkensee zu vermieten,14612 Falkensee,14612,NA,NaN,5.0,133.4,1996,https://www.immonet.de/angebot/41245494
1044,-für  sofort- großzügige  Wohnung in schöner und zentrale Lage,Hauffstraße 38e  14548 Schwielowsee,14548,700.0,930.0,3.0,74.95,2000,https://www.immonet.de/angebot/41270036
1045,Wohnen im grünen Zehlendorf - unweit dem Forst Dahlem  ***Barrierefrei***EBK***Gäste-Bad***TG-Stellplatz***,14195 Berlin,14195,1698.0,2148.0,3.0,150.0,NA,https://www.immonet.de/angebot/41384034
1046,Wohnung mit einmaliger Aussicht,16515 Oranienburg,16515,1476.0,1766.0,3.0,123.0,2001,https://www.immonet.de/angebot/40011369
1047,Glücklich leben in Charlottenburg!,Otto-Suhr-Allee 26  10585 Berlin,10585,970.68,1223.68,2.0,54.07,2016,https://www.immonet.de/angebot/41595401
1048,Praktische 2-Zimmer Wohnung in F-Hain !,Warschauer Straße 47  10243 Berlin,10243,1211.42,1439.45,2.0,71.26,1900,https://www.immonet.de/angebot/41340696
1049,Für besonders hohe Ansprüche - mit Concierge und Fitnessraum in Mitte,Voltairestraße 11  10179 Berlin,10179,2977.94,NaN,3.5,143.52,2017,https://www.immonet.de/angebot/39011763
1050,Sonnenhöfe - Familienidylle in großzügige 4 Zimmer Wohnung,Antaresstraße 5  12529 Schönefeld,12529,999.0,1291.0,4.0,90.94,2019,https://www.immonet.de/angebot/40775918
1051,Tolles 1-Zimmer Apartment mit Balkon in Grunewald!,Trabener Str. 27a  14193 Berlin,14193,1020.0,1150.0,1.0,29.13,1959,https://www.immonet.de/angebot/40906193
1052,"High END IN ""HIGH WEST""",10711 Berlin,10711,1737.29,1985.48,2.0,70.91,2019,https://www.immonet.de/angebot/40315513
1053,Luxuriöse Neubau-Dachgeschosswohung in Top-Lage!,Torstraße 231  10115 Berlin,10115,4650.0,5499.3,5.0,218.0,2017,https://www.immonet.de/angebot/40099557
1054,3 Zimmerwohnung im 4OG eines sanierten Altbaus in Berlin-Neukölln,Karl-Marx-Str. 210 / Ecke Schierker Strasse  12055 Berlin,12055,888.0,1137.0,3.0,78.95,NA,https://www.immonet.de/angebot/41596154
1055,Wir bauen für Sie! 2 Raumwohnung in Lichtenberg Nähe Tiergarten waretet ab 01112020 auf Sie!,Charlottenstr. 19  10315 Berlin,10315,690.91,NaN,2.0,48.0,2020,https://www.immonet.de/angebot/41652637
1056,Traumhaft neu gebaute 3 Raumwohnung in Lichtenberg wartet zum 111 / 1122020 auf Sie!,Charlottenstr. 19  10315 Berlin,10315,1015.13,NaN,3.0,69.0,2020,https://www.immonet.de/angebot/41646667
1057,Seniorenfreundliche Zweizimmerwohnung mit Seeblick,Klosterstrasse 9a  15344 Strausberg,15344,638.55,743.04,2.0,58.05,1900,https://www.immonet.de/angebot/41611787
1058,schöne neu sanierte 2 Zimmer Wohnung in Friedrichshagen,12587 Berlin,12587,606.0,NaN,2.0,62.38,1906,https://www.immonet.de/angebot/41641060
1059,"3 Zimmer, frisch saniert, mit Balkon",Otto-Heese-Straße 17  14641 Nauen,14641,420.0,560.0,3.0,57.42,1978,https://www.immonet.de/angebot/41482964
