,description_short,adress,zip_code,price_cold,price_warm,rooms,area,yearbuild,url
531,Großzügige 3 Zimmer-Wohnung in den Feuerlandhöfen,Chausseestraße 41C  10115 Berlin,10115,1693.85,1946.45,3.0,98.04,2017,https://www.immonet.de/angebot/41621612
532,Erstvermietung: hochwertige Wohnungen in Spreenähe,Flutstraße 7  12439 Berlin,12439,1014.8,1280.0,3.0,76.81,2019,https://www.immonet.de/angebot/41294318
533,Einziehen und wohlfühlen! 1-Zimmer-Wohnung mit EBK zu vermieten,16515 Oranienburg,16515,250.0,350.0,1.0,37.0,2009,https://www.immonet.de/angebot/41618151
534,RathausVillen - exclusive 2 Zimmer im Erstbezug,Rathausgasse 10  12529 Schönefeld,12529,749.0,915.95,2.0,66.78,2020,https://www.immonet.de/angebot/40536545
535,3 Zimmer Wohnung im 1OG mit Balkon in Ludwigsfelde,Dachsweg 61  14974 Ludwigsfelde,14974,968.0,1144.0,3.0,88.0,2019,https://www.immonet.de/angebot/41580612
536,Dreiraumwohnung (incl Mansardenzimmer) im sanierten Altbau!,K. -Marx-Ring 40  16227 Eberswalde,16227,370.0,495.0,3.0,60.15,1935,https://www.immonet.de/angebot/22152382
537,kochen - wohnen - leben!  2 Zimmer Wohnung im Erstbezug,12623 Berlin,12623,894.0,1060.0,2.0,66.15,2020,https://www.immonet.de/angebot/41418263
538,Dachgeschosswohnung in Beelitz-Heilstätten,An der Heilstättenbahn 3b  14547 Beelitz,14547,510.0,700.0,2.0,64.19,NA,https://www.immonet.de/angebot/41497252
539,"Luxus pur! Mega schöne, vollmöblierte 2 Zimmerwhg mit Designer-Küche, Sonnenbalkon direkt am Kudamm gelegen",Katharinenstraße  10711 Berlin,10711,1992.0,2392.0,2.0,60.0,2016,https://www.immonet.de/angebot/41619186
540,Wunderschönes Apartment mit Außenbereich & Pantry,Heidestraße 19  10557 Berlin,10557,851.24,990.0,1.0,27.75,2019,https://www.immonet.de/angebot/41303059
541,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1149.0,1499.0,1.0,33.01,2020,https://www.immonet.de/angebot/41018287
542,möbliertes Studio mit Balkon in Tempelhof-Schöneberg,12277 Berlin,12277,795.0,880.0,1.0,30.0,2019,https://www.immonet.de/angebot/41665774
543,Residieren im eleganten Haus Bellevue!,Neustädtische Kirchstraße 7  10117 Berlin,10117,1450.0,1950.0,2.5,98.0,2003,https://www.immonet.de/angebot/41257811
544,"trendy, sonnig, möblierte 1 Zimmer Studentenwohnung STUDIO HOUSE BERLIN am Mauerpark",Bärbel-Bohley-Ring 26  13355 Berlin,13355,550.0,649.0,1.0,20.5,2017,https://www.immonet.de/angebot/40517888
545,Neubauwohnung zur Miete inkl Einbauküche und PKW-Stellplatz,14641 Nauen,14641,910.92,1093.1,3.0,79.21,2020,https://www.immonet.de/angebot/41183614
546,Traumhafte 3-Zi-Neubau-Whg im Herzen Charlottenburgs!!,Bismarckstraße 28  10625 Berlin,10625,1236.0,1514.0,3.0,85.0,2020,https://www.immonet.de/angebot/41468956
547,"Super Lage - Nähe Maybachufer, helle sanierte Altbauwohnung, möbliert",Hobrechtstraße 56  12047 Berlin,12047,NA,1299.0,2.0,75.0,1904,https://www.immonet.de/angebot/41600877
548,"Zimmer für Studenten in 2er und 3er WGs in Potsdam, mit Umzugsbonus!",Nedlitzer Straße 65-85  14469 Potsdam,14469,265.0,329.0,1.0,11.0,NA,https://www.immonet.de/angebot/39590133
549,luxuriöse 2 Zimmer-Wohnung mit Balkon,10117 Berlin,10117,436.0,NaN,2.0,53.6,NA,https://www.immonet.de/angebot/41672159
550,Hochqualitative 5 er WG- Erstbezug/ moderne Zimmer -mit eigenem Bad,10557 Berlin,10557,670.0,760.0,NA,30.0,2020,https://www.immonet.de/angebot/41665571
551,"Top Maisonette mit EBK, Terrasse und Gäste-WC!",Heydenstraße 18C  14199 Berlin,14199,1899.0,2364.0,4.0,130.78,1983,https://www.immonet.de/angebot/41462073
552,Upper Eastside: Luxus Pur in Top-Mitte Lage!,10117 Berlin,10117,8900.0,11800.0,6.0,462.0,2011,https://www.immonet.de/angebot/39995348
553,"ERSTBEZUG  NEUBAU im Parkviertel Kladow,  3 Zimmer 82m², 1OG, Fahrstuhl, EBK,",14089 Berlin,14089,1400.0,1640.0,3.0,82.0,2020,https://www.immonet.de/angebot/40983827
554,Familienfreundlicher Grundriss im Herzen von Geltow (Neubau),Auf dem Berge 9  14548 Schwielowsee,14548,980.0,NaN,3.0,64.86,NA,https://www.immonet.de/angebot/41221525
555,Möbliertes Studio Wohnung in Adlershof - Videobesichtigung möglich,Dörpfeldstraße 5  12489 Berlin,12489,729.0,879.0,1.0,28.9,2019,https://www.immonet.de/angebot/41665913
556,Damsdorf - zwischen Potsdam und Brandenburg adHavel - familiärer Wohnstandort im Grünen,Göhlsdorfer Straße 7  14797 Kloster Lehnin,14797,436.5,556.5,3.0,58.2,1975,https://www.immonet.de/angebot/40592186
557,Sehr viel Platz auf 122qm! EBK + Erstbezug + 2 Terrassen,Heidestraße 19  10557 Berlin,10557,1941.94,2310.43,4.0,122.83,2019,https://www.immonet.de/angebot/41477336
558,"Für Handwerker, altes Schätzchen braucht neuen Glanz! Mit Renovierungskostenzuschuss!",Ahrenshooper Straße 10  13051 Berlin,13051,649.0,817.0,3.0,70.68,1984,https://www.immonet.de/angebot/41062675
559,Beeindruckendes Neubauprojekt in Mitte mit einmaligem Serviceangebot,Voltairestraße 11  10179 Berlin,10179,1631.47,NaN,2.0,75.01,2017,https://www.immonet.de/angebot/39012068
560,Vier Zimmer Wohnung auf 129m² inkl EBK + Balkon zum Erstbezug,Röbellweg 4/6  13125 Berlin,13125,1567.43,1902.33,4.0,129.54,2020,https://www.immonet.de/angebot/41401337
561,3-Zimmer-Wohnung mit Balkon in der Gartenstadt Frohnau,Am Rosenanger  13465 Berlin,13465,773.0,997.0,3.0,70.0,1974,https://www.immonet.de/angebot/41653649
562,"ZUHAUSE FÜR STUDENTEN MIT GYM - 1-Zimmer-Apartment im Berliner Stadtquartier ""SÜDKREUZ"" - ***All-In-Miete***",Quartiersweg 6  10829 Berlin,10829,540.13,642.32,1.0,24.95,2020,https://www.immonet.de/angebot/41534747
563,Attraktive 2 Zimmer-Wohnung in Stadtpassage Königs Wusterhausen,Bahnhofstraße 7 b  15711 Königs Wusterhausen,15711,560.0,NaN,2.0,56.0,1997,https://www.immonet.de/angebot/39510529
564,Doppelhaushälfte mit Garten,15754 Heidesee,15754,1200.0,1450.0,3.0,107.45,NA,https://www.immonet.de/angebot/40333837
565,3 Zimmer Wohlfühloase // 2xBalkon + EBK + Erstbezug,Heidestraße 19  10557 Berlin,10557,1659.67,1950.16,3.0,96.83,2019,https://www.immonet.de/angebot/41478026
566,**Erstbezug** Exklusive 2-Zimmer-Neubauwohnung mit Dachterrasse in Berlin,Semmelweisstraße 45A  12524 Berlin,12524,1068.0,1288.0,2.0,71.21,2020,https://www.immonet.de/angebot/41256105
567,Dachgeschosswohnung mit Spreeblick - Erstbezug!,Invalidenstraße H4_06/12 75  10557 Berlin,10557,1650.0,1872.0,2.0,77.0,2018,https://www.immonet.de/angebot/39519435
568,Wohnung*3 Zimmer*Altersgerecht*Nassenheide*Erstbezug,Liebenwalder Chaussee 11  16515 Oranienburg,16515,NA,950.0,3.0,75.0,1920,https://www.immonet.de/angebot/40752943
569,Hoch oben - Penthouse Traum  //  EBK + ZWEI Balkone + Erstbezug + Tageslichtbad,Heidestraße 19  10557 Berlin,10557,1685.79,1977.45,3.0,97.22,2019,https://www.immonet.de/angebot/41510280
570,Singlewohnung in Reinickendorf mit WBS Eigenprüfung zu vermieten,Foxweg 5  13403 Berlin,13403,257.14,393.14,1.0,34.2,1967,https://www.immonet.de/angebot/41666500
571,3 Zimmer Wohnung im Herzen Rangsdorfs,15834 Rangsdorf,15834,700.0,850.0,3.0,70.0,1972,https://www.immonet.de/angebot/41667146
572,Möblierte 2-Zimmer-Wohnung in Mitte im 7 Stock mit toller Aussicht,10557 Berlin,10557,1207.0,1399.0,2.0,46.5,2020,https://www.immonet.de/angebot/41665607
573,Erstbezug nach Sanierung: EG-Maisonette mit teilgewerblicher Nutzung,Caspar-Theyß-Straße 9  14193 Berlin,14193,3262.0,NaN,6.0,195.0,1908,https://www.immonet.de/angebot/40593911
574,"2,5-Zimmer-Wohnung im 1 OG in Falkensee zu vermieten",14612 Falkensee,14612,780.0,960.0,2.5,71.0,1995,https://www.immonet.de/angebot/41439817
575,Schöne EG-Wohnung direkt im Zentrum Brandenburgs!,14776 Brandenburg,14776,650.0,829.5,2.0,65.0,NA,https://www.immonet.de/angebot/41592991
576,Micro Living bei YOUNIQ + praktisch möbliertes Apartment zur ALL-IN Miete,Jochen-Klepper-Straße 1-7  14469 Potsdam,14469,376.5,479.0,1.0,20.5,2011,https://www.immonet.de/angebot/40647495
577,WOHN T RAUM  - EFH - Alte Stellmacherei zu vermieten auf einem denkmalgeschützten Gutshof,14776 Brandenburg,14776,1285.0,1660.0,5.0,171.06,1875,https://www.immonet.de/angebot/41633078
578,Wer will mich!? Individuelle 2-Zimmer-Wohnung,Ernst-Thälmann-Platz 13a  14641 Wustermark,14641,723.94,863.21,2.0,56.25,2019,https://www.immonet.de/angebot/41558696
579,2-Zimmer-Wohnung in Neukölln mit Balkon - NUR ZUM TAUSCHEN,Harzer Straße 61  12059 Berlin,12059,510.0,695.0,2.0,68.63,1973,https://www.immonet.de/angebot/41619399
580,Schöne Familienwohnung mit EBK und Balkon!,Quedlinburger Str. 12  12627 Berlin,12627,719.0,917.0,3.0,73.97,1997,https://www.immonet.de/angebot/41349802
581,Erstvermietung: hochwertige Wohnungen in Spreenähe,Fließstraße 17  12439 Berlin,12439,1246.28,1580.0,4.0,95.03,2019,https://www.immonet.de/angebot/41294346
582,Exklusive 3-Zimmer-Wohnung zum Erstbezug im LOUISE in Oranienburg,Lehnitzstraße 23  16515 Oranienburg,16515,900.0,1131.0,3.0,81.11,2020,https://www.immonet.de/angebot/41451794
583,Wo das Leben so spielt - ansprechende 3-Zimmer-Wohnung,Ernst-Thälmann-Platz 12a  14641 Wustermark,14641,1042.56,1271.56,3.0,96.0,2019,https://www.immonet.de/angebot/41558750
584,"Erstbezug, Einbauküche, Balkon - Alles was das Herz begehrt!",12623 Berlin,12623,897.0,1063.0,2.0,66.35,2020,https://www.immonet.de/angebot/41416766
585,"Wohnen wo andere Urlaub machen, im Herzen von Geltow (Neubau)",Auf dem Berge 9  14548 Schwielowsee,14548,1150.0,NaN,3.0,76.0,NA,https://www.immonet.de/angebot/41221532
586,"Hoch oben!!! Tageslichtbad, EBK & 2x Balkon",Heidestraße 19  10557 Berlin,10557,1693.63,1976.53,3.0,94.3,2019,https://www.immonet.de/angebot/41477426
587,"Ruhig gelegene Wohnung für Familien, Top Zustand!",Simon-Bolivar-Straße 31  13055 Berlin,13055,1059.0,1299.0,3.0,81.5,1994,https://www.immonet.de/angebot/41378050
588,3-Zimmer-Wohnung renoviert mit Einbauküche,12587 Berlin,12587,1000.0,1250.0,3.0,100.0,1910,https://www.immonet.de/angebot/41363432
589,1x Charmantes WG Zimmer in Altbauwohnung nahe Frankfurter Allee,10365 Berlin,10365,420.0,520.0,NA,19.0,NA,https://www.immonet.de/angebot/40982542
590,"Hier warten 73,87 m² zum Wohlfühlen auf Sie - saniert und bezugsfertig ab sofort",Parkring 2  14669 Ketzin,14669,789.02,958.94,2.0,73.87,2020,https://www.immonet.de/angebot/41105063
591,Gewerbe-Studio in der historischen Glockengießerei!,Glasower Straße 28; WE55 28  12051 Berlin,12051,1105.0,1320.0,2.0,55.0,1887,https://www.immonet.de/angebot/37819410
592,Dein neues Zuhause in Berlin! Möbliert in Schöneberg,Traunsteiner Str 4  10781 Berlin,10781,500.0,550.0,1.0,28.0,NA,https://www.immonet.de/angebot/41672157
593,2 room furnished apartment in Schöneberg,10829 Berlin,10829,NA,1300.0,2.0,70.0,NA,https://www.immonet.de/angebot/41665179
594,Möbliertes Apartment in Berlin-Dahlem,Misdroyer Str. 38  14199 Berlin,14199,1249.0,1499.0,1.0,31.97,2020,https://www.immonet.de/angebot/41018307
595,Neubau wartet auf Erstbezug,12529 Schönefeld,12529,1050.0,1250.0,2.0,67.0,2020,https://www.immonet.de/angebot/41617860
596,"Repräsentative, großzügig geschnittene, helle Wohnung mit Kamin und Dachterrasse in Hauptstadtnähe",Am Theresenhof 3  15834 Rangsdorf,15834,1425.0,1935.0,4.0,140.0,2000,https://www.immonet.de/angebot/39954027
597,"Erstbezug in lichtdurchfluteter 3-Zimmer-Wohnung in der 4 Etage mit zwei Balkonen in EUROPA-CITY, Berlin-Mitte",10557 Berlin,10557,1400.0,1697.0,3.0,78.6,2020,https://www.immonet.de/angebot/41519291
598,"Hübsche, helle Familienwohnung mit Balkon!",Bernauer Str. 116  13507 Berlin,13507,969.0,1233.0,3.0,75.49,1995,https://www.immonet.de/angebot/41603395
599,Stilvolle Wohnung mit 2 Balkonen zum Erstbezug,Nesselweg 17  13158 Berlin,13158,1280.0,1570.0,3.0,95.22,2020,https://www.immonet.de/angebot/41503907
600,"Moderne Terrassen-Whg nahe dem Stadtpark! **Besichtigung: So, 2308 // 11:00 Uhr**",Albrechtstraße 73C  12167 Berlin,12167,2104.17,2764.17,5.0,217.0,1910,https://www.immonet.de/angebot/41552350
601,"2 Zimmer Altbau, möbliert, 1115,00 € all inclusive mit Internet+Strom",Markgrafendamm 34  10245 Berlin,10245,960.0,1115.0,2.0,60.0,1928,https://www.immonet.de/angebot/41550459
602,Mit Bad en suite und Gästebad! 4 Zimmer in Mitte,Chausseestraße 39  10115 Berlin,10115,1727.23,1998.13,4.0,105.36,2017,https://www.immonet.de/angebot/41631258
603,einziehen und wohlfühlen - komfortable und lichtdurchfluetete Mietwohnung als Erstbezug,Berliner Str. 94  15537 Gosen-Neu Zittau,15537,1200.0,1435.0,3.0,106.44,2020,https://www.immonet.de/angebot/41056614
604,Spandau:  möblierte 2-Zimmer-Wohnung mit Terrasse,13591 Berlin,13591,NA,1200.0,2.0,60.0,1991,https://www.immonet.de/angebot/40685840
605,Neubau! Ruhig gelegene 5-Zimmer Wohnung im Wohnensemble LOUISE,Lehnitzstraße 23 B  16515 Oranienburg,16515,1295.0,1645.0,5.0,122.67,2020,https://www.immonet.de/angebot/41451742
606,Wohnen in Trebbin  - schöne 3 Zimmerwohnung mit Balkon,Wiesengrund 1  14959 Trebbin,14959,650.0,925.0,3.0,78.29,1997,https://www.immonet.de/angebot/41380205
607,Altbaucharme nahe Grimnitzsee!,Pichelsdorfer Str. 73  13595 Berlin,13595,781.5,928.5,3.0,71.04,1875,https://www.immonet.de/angebot/40826266
608,"ZUHAUSE FÜR SINGLES MIT GYM Charmante 1,5-Zi-Whg im Berliner Stadtquartier ""SÜDKREUZ""",Tempelhofer Weg 44  10829 Berlin,10829,954.62,1109.12,1.5,55.18,2020,https://www.immonet.de/angebot/41226712
609,"Barrierefreie 2-Zi Whg nahe S-Bahnhof Kaulsdorf, Erstbezug nach Vollsanierung",12621 Berlin,12621,900.0,NaN,2.0,60.0,2020,https://www.immonet.de/angebot/41202148
610,Ruhiges Wohnen in Luckenwalde- Frühling auf dem Balkon- gut geschnittene schöne Wohnung,Beelitzer Tor  14943 Luckenwalde,14943,455.0,617.5,3.0,65.0,1965,https://www.immonet.de/angebot/40244468
611,WOHN T RAUM  - EFH - Alte Stellmacherei zu vermieten auf einem denkmalgeschützten Gutshof,14776 Brandenburg,14776,1285.0,1660.0,5.0,171.06,1875,https://www.immonet.de/angebot/41633076
612,Wie niedlich! Kleines Apartment für Singles,La-Rochelle-Straße 73  13127 Berlin,13127,599.0,721.0,1.5,45.73,1996,https://www.immonet.de/angebot/41429964
613,neues Wohnen in NAUEN - 3 Zimmer Penthouse 21 qm Dachterrasse,Bauernfeldallee 4  14641 Nauen,14641,949.0,1202.0,3.0,90.12,2019,https://www.immonet.de/angebot/41496473
614,Sofort verfügbar! Helle Familienwohnung mit Aufzug,Havelländer Ring 55  12629 Berlin,12629,649.0,830.0,3.0,69.7,1985,https://www.immonet.de/angebot/41349801
615,"ZUHAUSE FÜR FAMILIEN MIT KITA UND DACHGARTEN Moderne 4-Zi-Whg im Berliner Stadtquartier ""SÜDKREUZ""",Quartiersweg 5  10829 Berlin,10829,1484.18,1759.4,4.0,98.43,2020,https://www.immonet.de/angebot/41406148
616,Neubauwohnung im Rheinischen Viertel - Ideal für für Single oder Paar !,10318 Berlin,10318,687.22,837.22,2.0,60.23,1997,https://www.immonet.de/angebot/41653561
617,neues Wohnen in NAUEN - 4 Zimmer Familientraum im Erstbezug,Allee zu den Mühlenstücken 3  14641 Nauen,14641,979.0,1264.0,4.0,101.73,2019,https://www.immonet.de/angebot/40536566
618,***Oben auf im Süden Berlins*** Voll möbliertes Dachgeschoss-Appartement,Dörpfeldstr. 49  12489 Berlin,12489,912.0,1015.0,2.0,48.0,1905,https://www.immonet.de/angebot/38743354
619,Schöne 2-Zimmer-Wohnung,Seelenbinderstr. 49  12555 Berlin,12555,600.0,750.0,2.0,45.5,1910,https://www.immonet.de/angebot/41607009
620,1-Zimmer-Wohnung zu vermieten,An der Kolonnade  10117 Berlin,10117,360.0,NaN,1.5,63.0,NA,https://www.immonet.de/angebot/41670600
621,Nahe Schloß Charlottenburg - großzügig geschnitten - attraktive Erdgeschoss-Wohnung,Lohmeyer Straße  10587 Berlin,10587,1420.0,1856.0,4.0,138.77,1918,https://www.immonet.de/angebot/41249992
622,Stilvolle Dachgeschosswohnung mit Aufdachterrasse - Erstbezug!,"Malmöer Straße, WE46 23  10439 Berlin",10439,2950.0,3360.0,4.0,164.0,2019,https://www.immonet.de/angebot/39761782
623,Ihre Zukunft - Ihre Wohnung: 2-Zimmer-Wohnung,Streitstr. 33 C  13587 Berlin,13587,391.21,504.21,2.0,53.59,1931,https://www.immonet.de/angebot/41660641
624,Exklusive Maisonette-Wohnung mit Terrasse,Nussbaumallee 14  14050 Berlin,14050,2755.0,NaN,4.0,190.0,2015,https://www.immonet.de/angebot/38841932
625,Gemütliche 3-Zimmerwohnung mit offener Wohnküche + Balkon!,10553 Berlin,10553,1114.0,1391.0,3.0,85.22,1993,https://www.immonet.de/angebot/41652546
626,Erstbezug: Perfektes Familienwohnen am Humbolthafen!,Hilda-Geiringer-Weg H3_01/01 4  10557 Berlin,10557,1850.0,2224.0,3.0,122.0,2019,https://www.immonet.de/angebot/36815068
627,"ERSTBEZUG: Möblierte 1-Zimmer-Wohnung mit Gym, Co-Working-Space und Concierge",Lehrter Straße 24b  10557 Berlin,10557,820.0,950.0,1.0,23.0,2020,https://www.immonet.de/angebot/41256123
628,RathausVillen - 2 Zimmer Erdgeschoss mit EBK und Terrasse,Rathausgasse 10  12529 Schönefeld,12529,799.0,982.15,2.0,73.26,2020,https://www.immonet.de/angebot/40536555
629,"Helle, geräumige und neue 2-Zi-Whg (63 m²) mit großem Badezimmer mit begehbarer Dusche und neuer Einbauküche, Nähe Hauptbahnhof zu vermieten",10557 Berlin,10557,1100.0,1300.0,2.0,63.0,2019,https://www.immonet.de/angebot/41542458
630,Ideal für Singles und Paare: gemütliche 2-Zimmer-Wohnung im Herzen Oranienburgs!,Lehnitzstraße 23 A  16515 Oranienburg,16515,675.0,846.0,2.0,60.16,2020,https://www.immonet.de/angebot/41451766
631,neues Wohnen in NAUEN - 3 Zimmer im Erstbezug,Bauernfeldallee 6  14641 Nauen,14641,819.0,1047.0,3.0,81.3,2019,https://www.immonet.de/angebot/38747601
632,Kleine Single-Wohnung mit großem Garten!,Havelländer Ring 44  12629 Berlin,12629,499.0,594.0,1.0,37.21,1985,https://www.immonet.de/angebot/41462072
633,Seniorenwohnung 50+ - Neuer Mieter ab sofort gesucht!!!,Einsteinstr. 4B  10409 Berlin,10409,254.19,390.19,1.0,36.27,1986,https://www.immonet.de/angebot/41663766
634,Ideal für Familien! Geräumige Terrassenwohnung zum Erstbezug,Grünhoferweg 32  13581 Berlin,13581,1240.0,1642.0,4.0,110.73,2020,https://www.immonet.de/angebot/41593189
635,Erstbezug nach Dachausbau!,Adalbertstraße 23 / Waldemarstraße 48  10997 Berlin,10997,1995.0,2214.0,3.0,99.78,2020,https://www.immonet.de/angebot/41664454
636,Elegantes 2-Zimmer-Apartment mit Spreeblick und Blick auf die Siegessäule,Bachstraße 1  10555 Berlin,10555,1120.0,1752.0,2.0,56.0,NA,https://www.immonet.de/angebot/41425146
637,Traumhaftes Apartment direkt am Potsdamer Platz!,Potsdamer Straße 08. 10 4  10785 Berlin,10785,1400.0,1690.0,2.5,74.0,2000,https://www.immonet.de/angebot/41536857
638,Lichdurchflutetes Möbliertes Apartment !,Mönchstraße 1-5  13597 Berlin,13597,862.25,1053.86,2.0,63.87,NA,https://www.immonet.de/angebot/41168643
639,Modernes Quartier in Berlin-Mitte - möbliertes Appartement in zentraler Lage *sofort bezugsfrei*,10115 Berlin,10115,1300.0,1550.0,2.0,42.5,2014,https://www.immonet.de/angebot/41076917
640,2-Zimmer Altbauwohnung im idyllischen Seitenflügel !,Mühlenstraße 15  13187 Berlin,13187,905.28,1086.34,2.0,56.58,NA,https://www.immonet.de/angebot/41168610
641,Idyllisch Wohnen in Potsdams nördlicher Innenstadt !,Gutenbergstraße 95  14467 Potsdam,14467,1183.54,1392.0,2.0,69.62,NA,https://www.immonet.de/angebot/40510354
642,"Erstbezug! Terrasse, Fußbodenheizung, WLAN, Viedeosprechanlage",Tiergartenstr. 7  15711 Königs Wusterhausen,15711,1289.0,NaN,3.0,101.0,2020,https://www.immonet.de/angebot/40596081
643,Garden Living - Erstklassiges Wohnen in Berlins Top-Lage!,Chausseestrasse 58B  10115 Berlin,10115,1200.0,1430.0,2.0,62.0,2016,https://www.immonet.de/angebot/41492430
644,3-Zimmerwohnung mit Gartenterrasse und PKW Stellplatz in Berlin - Bohnsdorf,12526 Berlin,12526,1353.0,1783.5,3.0,123.0,1916,https://www.immonet.de/angebot/40426734
645,Erstbezug! Tolle 3 Zimmer in Berlin-Köpenick,Mahlower Str. 51  12557 Berlin,12557,994.0,1244.0,3.0,83.0,2020,https://www.immonet.de/angebot/41564353
646,Seeblick auf den Schwielowsee im Herzen von Geltow (Neubau),Auf dem Berge 9  14548 Schwielowsee,14548,980.0,NaN,3.0,64.86,NA,https://www.immonet.de/angebot/41221508
647,"Terrassen-Whg im Neubau nahe der Spree! *EBK*   -BESICHTIGUNG: Sa, 290820 - 11:00 Uhr-",Rotherstraße 24  10245 Berlin,10245,1568.0,1908.0,3.0,98.0,2015,https://www.immonet.de/angebot/41390069
648,Exklusive Wohnung mit großen Wohnbereich,Nussbaumallee 14  14050 Berlin,14050,1492.12,NaN,2.0,106.58,NA,https://www.immonet.de/angebot/40208420
649,Erstklassiges Domizil in der aufstrebenden Europacity!,Otto-Weidt-Platz 6-8  10557 Berlin,10557,1500.0,1700.0,3.0,70.0,2020,https://www.immonet.de/angebot/41448373
650,ETAGE 18! Erheben Sie sich über Potsdam,Gerlachstraße 31/33  14480 Potsdam,14480,629.38,881.14,2.0,66.25,1998,https://www.immonet.de/angebot/41014169
651,Eine Rarität in Potsdam - 4 Zimmer-Wohnung!,Brunnenallee 1  14478 Potsdam,14478,1067.89,1369.89,4.0,102.88,2018,https://www.immonet.de/angebot/41644441
652,Sonnenhöfe - 3 Zimmer mit offenem Wohnbereich und Einbauküche,Antaresstraße 5  12529 Schönefeld,12529,859.0,1093.0,3.0,72.33,2019,https://www.immonet.de/angebot/40536541
653,Wunderschöne Wohnung im Herzen von Werder (Neubau) - Gutscheinaktion bis 30082020,Brünhildestraße 63  14542 Werder,14542,1125.0,NaN,3.0,83.37,NA,https://www.immonet.de/angebot/39711072
654,"Kleines Apartment für 2! Mit EBK und Balkon, ab sofort!",Simon-Bolivar-Str. 30  13055 Berlin,13055,739.0,891.0,1.5,52.62,1994,https://www.immonet.de/angebot/41429967
655,Erstbezug - Edle 3-Zimmerwohnung mit zwei Bädern und EBK!,Pauline-Staegemann-Str. 4  10249 Berlin,10249,1595.0,1895.0,3.0,90.81,2020,https://www.immonet.de/angebot/41514124
656,"ZUHAUSE FÜR BODENSTÄNDIGE MIT TERRASSE Moderne EG-3-Zi-Whg im Berliner Stadtquartier ""SÜDKREUZ""",Tempelhofer Weg 44  10829 Berlin,10829,1136.68,1339.4,3.0,72.4,2020,https://www.immonet.de/angebot/41664195
657,Großzügiges Dachgeschoss ! Erstbezug !,Stellingdamm 2  12555 Berlin,12555,1320.0,1507.0,2.0,110.0,1900,https://www.immonet.de/angebot/41168720
658,Praktisch geschnittene 3-Zimmer-Wohnung sucht liebe Nachmieter zum 01102020 !,Wolfsburger Weg 7  12109 Berlin,12109,477.33,637.33,3.0,64.33,1956,https://www.immonet.de/angebot/41611013
659,Klein aber mein: praktisches 1-Zi-Single-Appartment,Kongostr. 46  13351 Berlin,13351,380.0,505.0,1.0,40.0,1961,https://www.immonet.de/angebot/29126689
660,Neubauwohnung zur Miete inkl Einbauküche und PKW-Stellplatz,14641 Nauen,14641,790.97,949.16,2.0,68.78,2020,https://www.immonet.de/angebot/41183919
661,Smarte Loft-Wohnung - Future Living Berlin,Konrad-Zuse-Straße 2  12489 Berlin,12489,874.46,NaN,1.0,76.0,2020,https://www.immonet.de/angebot/41565559
662,"Was will man mehr? 94 m², Tageslichtbad, EBK & 2x Balkon",Heidestraße 19  10557 Berlin,10557,1646.09,1928.6,3.0,94.17,2019,https://www.immonet.de/angebot/41477413
663,"2 Zimmer in Potsdams höchstem Wohn- und Geschäftshaus, dem ""Plaza Tower""",Gerlachstraße 31/33  14480 Potsdam,14480,526.9,708.92,2.0,47.79,1998,https://www.immonet.de/angebot/41113148
664,"Super, super,alles neu++lassen Sie sich beeindrucken !!",Eleonore-Prochaska-Straße 8  14480 Potsdam,14480,610.74,819.74,2.0,65.32,1995,https://www.immonet.de/angebot/41417009
665,ruhige Wohnung mit Blick ins Grüne,Neubauernstr. 2  15745 Wildau,15745,784.1,989.68,2.0,62.23,2020,https://www.immonet.de/angebot/40380228
666,Ab Sofort! Singlewohnung mit toller Aussicht!,Alt-Friedrichsfelde 80  10315 Berlin,10315,499.0,585.0,1.0,36.93,1979,https://www.immonet.de/angebot/41545300
667,Exklusive 2-Zimmer Wohnung mit Terrasse im grünen Spandau,Grünhoferweg 42  13581 Berlin,13581,910.0,1115.0,2.0,68.33,2020,https://www.immonet.de/angebot/41595752
668,2 Zimmer Seniorenwohnung  mit WBS in Berlin-Hellersdorf,Tangermünder Straße 85  12627 Berlin,12627,375.38,576.74,2.0,57.75,2020,https://www.immonet.de/angebot/41649294
669,"attraktive Maisonette mit Balkon und Garten in Rudow ruhig, unweit U-Bahn Zwickauer Damm",12353 Berlin,12353,1750.0,2150.0,5.0,190.0,1978,https://www.immonet.de/angebot/41141773
670,Großzügige 3 Zi Wohnung im Industrie-Denkmal an der Spree,Ottomar-Geschke-Str. 22  12555 Berlin,12555,1551.16,1959.12,3.0,119.32,1870,https://www.immonet.de/angebot/40997709
671,Simon Palais: Stadtvilla am Weltkulturerbe!,10117 Berlin,10117,NA,NaN,4.0,179.0,1911,https://www.immonet.de/angebot/41141751
672,"Exklusive Wohnanlage im Grünen!**Besichtigung: So,  2308 // 14:00 Uhr**",Fritz-Reuter-Str. 8  15344 Strausberg,15344,1081.0,1346.0,4.0,92.0,2019,https://www.immonet.de/angebot/41137854
673,"Potsdam Kirchsteigfeld gepflegte 2-Raum-Dachgeschosswohnung mit Balkon, Einbauküche und Fahrstuhl",Lise-Meitner-Str. 13  14480 Potsdam,14480,610.0,840.0,2.0,67.78,1997,https://www.immonet.de/angebot/41523550
