base_rent,qm,plz,street,rent_per_qm,data_set
1150,82.16,12555,Landj&auml;gerstra&szlig;e,14.00,immoscout
900,60.45,12555,Landj&auml;gerstra&szlig;e,14.89,immoscout
1550,120.29,12555,Landj&auml;gerstra&szlig;e,12.89,immoscout
750,48.59,12555,Landj&auml;gerstra&szlig;e,15.44,immoscout
516.99,45.63,10318,Eginhardstra&szlig;e,11.33,immoscout
601,55.3,10318,Eginhardstra&szlig;e,10.87,immoscout
291.25,44.44,13359,Osloer Stra&szlig;e,6.55,immoscout
1146.2,53.11,10117,Vo&szlig;stra&szlig;e,21.58,immoscout
2170.74,110.19,10717,no_information,19.70,immoscout
1386,99.8,10585,Otto-Suhr-Allee,13.89,immoscout
380,20,10713,Rudolst&auml;dter Str.,19.00,immoscout
1069,84.14,13055,G&auml;rtnerstra&szlig;e,12.71,immoscout
590,25,10178,Otto-Braun-Stra&szlig;e,23.60,immoscout
1440,110,13503,no_information,13.09,immoscout
1497,68.02,10625,Schl&uuml;terstra&szlig;e,22.01,immoscout
604.27,81.99,13359,Osloer Stra&szlig;e,7.37,immoscout
417,70.55,13125,no_information,5.91,immoscout
542.52,49.32,13409,Breitkopfstra&szlig;e,11.00,immoscout
1686.66,120.45,12205,Johanna-Spyri-Weg,14.00,immoscout
1000,67.6,10557,Klara-Franke-Stra&szlig;e,14.79,immoscout
975,62.75,10557,no_information,15.54,immoscout
1325,80.83,10557,no_information,16.39,immoscout
975,62.75,10557,no_information,15.54,immoscout
780,21,10557,Klara Franke Stra&szlig;e,37.14,immoscout
780,17,10557,Klara Franke Stra&szlig;e,45.88,immoscout
1209.52,119,12305,Heinitzweg,10.16,immoscout
550,30,10713,Rudolst&auml;dter Str.,18.33,immoscout
1453.2,103.8,10553,no_information,14.00,immoscout
1274.4,110.4,13347,Reinickendorfer Stra&szlig;e,11.54,immoscout
800,24,10785,Linkstra&szlig;e,33.33,immoscout
1500,80,10179,Wallstr.,18.75,immoscout
11500,385,10707,no_information,29.87,immoscout
644.11,19.07,10179,Michaelkirchstra&szlig;e,33.78,immoscout
343.07,47.19,13627,no_information,7.27,immoscout
283.42,38.03,14059,no_information,7.45,immoscout
682.45,31.89,12555,Lindenstra&szlig;e,21.40,immoscout
596.96,29.12,12555,Lindenstra&szlig;e,20.50,immoscout
3250,170,10439,"Malm&ouml;er Stra&szlig;e, WE51",19.12,immoscout
381.07,54.13,13409,Armbrustweg,7.04,immoscout
284.53,44.52,13409,Emmentaler Str.,6.39,immoscout
1894,124,10409,Gubitzstra&szlig;e,15.27,immoscout
797,51.39,12167,Klingsorstr.,15.51,immoscout
2399,170.2,14167,Billy Wilder Promenade,14.10,immoscout
1996,126.78,10557,no_information,15.74,immoscout
2200,135,10117,Am Zirkus,16.30,immoscout
2040,120,14057,Sophie-Charlotten-Stra&szlig;e,17.00,immoscout
2040,120,14057,Sophie-Charlotten-Stra&szlig;e,17.00,immoscout
2040,120,14057,Sophie-Charlotten-Stra&szlig;e,17.00,immoscout
3459.52,182,10439,"Behmstra&szlig;e, WE49",19.01,immoscout
540,24.19,10715,no_information,22.32,immoscout
3185.54,168,10439,"Behmstra&szlig;e, WE50",18.96,immoscout
690,53.24,13053,Wartenberger Stra&szlig;e,12.96,immoscout
685,50.74,13053,Wartenberger Stra&szlig;e,13.50,immoscout
705,60.83,13053,Wartenberger Stra&szlig;e,11.59,immoscout
8900,462,10117,no_information,19.26,immoscout
520.27,59,13583,An der Kappe,8.82,immoscout
717.97,63.99,12489,Arndtstra&szlig;e,11.22,immoscout
1100,69,12167,Borstellstr.,15.94,immoscout
841.19,43.1,10315,Einbecker Str.,19.52,immoscout
1033.35,46.97,10315,Einbecker Str.,22.00,immoscout
465.44,57,12057,Dieselstr.,8.17,immoscout
568.48,25.68,10315,Einbecker Str.,22.14,immoscout
1970,109,10439,"Malm&ouml;er Stra&szlig;e, WE52",18.07,immoscout
1692,144,10707,Konstanzer Str.,11.75,immoscout
1011.86,95.1,12309,Regensburger Stra&szlig;e,10.64,immoscout
1820,82.77,10405,K&auml;the-Niederkirchner-Str.,21.99,immoscout
1985,96.54,10707,Wittelsbacherstr.,20.56,immoscout
2285,128,10707,Pommersche Str.,17.85,immoscout
1315,62.28,10707,Wittelsbacherstr.,21.11,immoscout
1315,61.17,10707,Wittelsbacherstr.,21.50,immoscout
1475,75.46,10707,Wittelsbacherstr.,19.55,immoscout
1260,68,10437,Gleimstra&szlig;e,18.53,immoscout
1717,85,12163,Schlo&szlig;stra&szlig;e,20.20,immoscout
640,14,10557,Klara Franke Stra&szlig;e,45.71,immoscout
1074,138.58,14129,Libellenstr.,7.75,immoscout
1799,106.7,14193,Caspar-They&szlig;-Stra&szlig;e,16.86,immoscout
1640.45,92.16,10587,Fraunhoferstra&szlig;e,17.80,immoscout
1205,50.23,10179,Wallstra&szlig;e,23.99,immoscout
1512.55,179,14193,Berkaer Str.,8.45,immoscout
893,76,10781,Lindauer Str.,11.75,immoscout
1800,63,10117,Mittelstra&szlig;e,28.57,immoscout
1552,88.64,12059,Heidelberger Stra&szlig;e,17.51,immoscout
659,54.82,12103,Sch&ouml;neberger Str.,12.02,immoscout
1500,76,10707,no_information,19.74,immoscout
500,25,10713,Rudolst&auml;dter Str.,20.00,immoscout
350,25,12559,M&uuml;ggelheimer Damm,14.00,immoscout
669,70.74,13057,Randowstra&szlig;e,9.46,immoscout
549,56.95,12627,Janusz-Korczak-Str.,9.64,immoscout
1200,48,10245,Stralauer Allee,25.00,immoscout
1849.4,132,10119,no_information,14.01,immoscout
1450,51.59,10785,no_information,28.11,immoscout
2564,172,14050,Lindenallee,14.91,immoscout
2104,135.76,14199,Hohenzollerndamm,15.50,immoscout
950,75.45,12587,Buttenstedtweg,12.59,immoscout
1200,98,13355,Voltastrasse,12.24,immoscout
1950,85,10115,Scharnhorststra&szlig;e,22.94,immoscout
754.81,75.99,12555,Flemmingstra&szlig;e,9.93,immoscout
1300,68,14199,no_information,19.12,immoscout
1766,150,10715,Durlacher Str.,11.77,immoscout
910.41,30.21,12103,Friedrich-Karl-Stra&szlig;e,30.14,immoscout
769.17,27.36,12103,Friedrich-Karl-Stra&szlig;e,28.11,immoscout
2250,134,10409,Erich-Weinert-Stra&szlig;e,16.79,immoscout
1140,40,10117,Charlottenstra&szlig;e,28.50,immoscout
730.19,53.26,13409,Neptunstr.,13.71,immoscout
3462,195,14193,Caspar-They&szlig;-Stra&szlig;e,17.75,immoscout
950,29.37,10625,Leibnizstra&szlig;e,32.35,immoscout
3500,200,10247,Dolziger Stra&szlig;e,17.50,immoscout
1680,77,10439,Sch&ouml;nhauser Allee,21.82,immoscout
488.74,69.82,12629,Luckenwalder Str.,7.00,immoscout
1235,65,10717,Nikolsburger Stra&szlig;e,19.00,immoscout
1784,197.8,14089,Krielower Weg,9.02,immoscout
1450,77,10117,J&auml;gerstra&szlig;e,18.83,immoscout
1299,117.99,10247,Rigaer Str.,11.01,immoscout
1750,175.4,12527,Bohnsdorfer Str.,9.98,immoscout
750,77,13403,Solferinostra&szlig;e,9.74,immoscout
886.9,105.71,13595,Pichelsdorfer Stra&szlig;e,8.39,immoscout
383.18,51.09,12629,Fercher Stra&szlig;e,7.50,immoscout
695.89,56.12,12524,K&ouml;penicker Str.,12.40,immoscout
1125.43,64.68,10557,Heidestra&szlig;e,17.40,immoscout
1121.01,65.71,10557,Heidestra&szlig;e,17.06,immoscout
1152.53,63.5,10557,Heidestra&szlig;e,18.15,immoscout
1776.53,118.44,10315,L&ouml;wenberger Stra&szlig;e,15.00,immoscout
1107.76,68.17,10315,L&ouml;wenberger Stra&szlig;e,16.25,immoscout
4950,201,10179,no_information,24.63,immoscout
720,32,10115,no_information,22.50,immoscout
680,14,10557,Klara Franke Stra&szlig;e,48.57,immoscout
449,34.38,12627,Stendaler Str.,13.06,immoscout
375,38,13629,Janischweg,9.87,immoscout
12000,364.63,14195,no_information,32.91,immoscout
2300,105,10707,D&uuml;sseldorfer Str.,21.90,immoscout
1213.09,65.75,10557,Heidestra&szlig;e,18.45,immoscout
690,46,12163,Bornstr.,15.00,immoscout
850,59.1,12555,Lindenstra&szlig;e,14.38,immoscout
1049,81.91,13055,G&auml;rtnerstra&szlig;e,12.81,immoscout
1049,81.44,13055,G&auml;rtnerstra&szlig;e,12.88,immoscout
1270,45,10407,no_information,28.22,immoscout
1380,62.85,10707,Pommersche Str.,21.96,immoscout
850,38,14193,no_information,22.37,immoscout
608,76,13435,Schlitzer Stra&szlig;e,8.00,immoscout
2227.5,165,10367,no_information,13.50,immoscout
1990,115.5,10707,Pariser Str.,17.23,immoscout
1350,90,10719,no_information,15.00,immoscout
730,23,12157,Rembrandtstra&szlig;e,31.74,immoscout
668,30,13347,Gerichtstra&szlig;e,22.27,immoscout
1300,50,10405,Belforter Stra&szlig;e,26.00,immoscout
1160,97.9,13507,Bernstorffstrasse,11.85,immoscout
1200,85,10243,Warschauer Str.,14.12,immoscout
1386.45,85.32,10315,Rosenfelder Ring,16.25,immoscout
845.54,50.33,10315,Rosenfelder Ring,16.80,immoscout
1197.87,73.72,10315,Rosenfelder Ring,16.25,immoscout
450,23,12459,Wilhelminenhofstra&szlig;e,19.57,immoscout
700,31,10245,no_information,22.58,immoscout
700,31,10245,Simon-Dach-Str.,22.58,immoscout
900,56,10243,Warschauerstra&szlig;e,16.07,immoscout
1808.8,90.44,10245,Siegfried-Hirschmann-Park,20.00,immoscout
1291.59,66.4,12435,no_information,19.45,immoscout
1092,84,14089,no_information,13.00,immoscout
936,52,10711,Luisenstra&szlig;e,18.00,immoscout
930,68.58,10783,Goebenstra&szlig;e,13.56,immoscout
565,22.35,10715,Wexstra&szlig;e,25.28,immoscout
334.22,41.57,13585,Marschallstra&szlig;e,8.04,immoscout
338.32,42.08,13585,Marschallstra&szlig;e,8.04,immoscout
316.05,39.31,13585,Marschallstra&szlig;e,8.04,immoscout
856.11,68.14,12527,Glienicker Stra&szlig;e,12.56,immoscout
1171.97,65.4,10557,Heidestra&szlig;e,17.92,immoscout
1970,127,10179,Inselstra&szlig;e,15.51,immoscout
1850,107,10117,no_information,17.29,immoscout
1623.27,98.38,10963,Stresemannstra&szlig;e,16.50,immoscout
2750,168.86,10969,Neuenburger Stra&szlig;e,16.29,immoscout
2480,127,10967,no_information,19.53,immoscout
2650,141.75,10435,no_information,18.69,immoscout
1395,86.26,10407,K&auml;the-Niederkirchner-Sra&szlig;e,16.17,immoscout
1275,72.83,12059,Heidelberger Stra&szlig;e,17.51,immoscout
1850,103.27,10711,no_information,17.91,immoscout
1053,105.76,12557,Gr&uuml;nauer Stra&szlig;e,9.96,immoscout
1200,107,13581,no_information,11.21,immoscout
613.73,58.89,12203,Marschnerstr.,10.42,immoscout
1911.42,136.53,10963,Wilhelmstra&szlig;e,14.00,immoscout
839.5,55.67,10369,Anton-Saefkow-Platz,15.08,immoscout
770,65.36,12589,Kalkbergeweg,11.78,immoscout
500,56.8,13156,Waldemarstr.,8.80,immoscout
676,76.2,12487,Sterndamm,8.87,immoscout
758,73.67,10409,Naugarder Stra&szlig;e,10.29,immoscout
1732.2,115.48,10585,Otto-Suhr-Allee,15.00,immoscout
540.05,83.6,13581,Kerstenweg,6.46,immoscout
995,96.39,13581,Kerstenweg,10.32,immoscout
740,17,10557,Klara Franke Stra&szlig;e,43.53,immoscout
1890,135,12207,Giesensdorfer Stra&szlig;e,14.00,immoscout
1650,109.42,12163,Schildhornstr.,15.08,immoscout
1393.44,108.27,13507,Am Tegeler Hafen,12.87,immoscout
1100,61.76,12053,Jonasstra&szlig;e,17.81,immoscout
3050,125.54,10117,Schinkelplatz,24.30,immoscout
1899,96.6,10711,Katharinenstra&szlig;e,19.66,immoscout
1559,115.48,10785,Pohlstra&szlig;e,13.50,immoscout
947,86.07,13409,Hausotterstra&szlig;e,11.00,immoscout
1050,65.01,10711,no_information,16.15,immoscout
1170,78,12524,Semmelweisstra&szlig;e,15.00,immoscout
840,22,10245,Boxhagener Stra&szlig;e,38.18,immoscout
1277.86,99.29,13507,Am Tegeler Hafen,12.87,immoscout
900,71.34,13407,Holl&auml;nderstr.,12.62,immoscout
600,45.7,13407,Holl&auml;nderstr.,13.13,immoscout
750,62.28,13407,Holl&auml;nderstr.,12.04,immoscout
700,15,10115,Boyenstra&szlig;e,46.67,immoscout
1160,95,10317,Einbecker Stra&szlig;e,12.21,immoscout
1547.7,103.18,12524,Semmelweisstra&szlig;e,15.00,immoscout
2018.72,126.17,13156,no_information,16.00,immoscout
841.19,43.1,10315,Einbecker Str.,19.52,immoscout
588.71,52.47,12459,An der Wuhlheide,11.22,immoscout
699,67.88,10315,Alt-Friedrichsfelde,10.30,immoscout
559,54.04,12627,Kastanienallee,10.34,immoscout
799,71.41,10315,Alt-Friedrichsfelde,11.19,immoscout
780,21,10557,Klara Franke Stra&szlig;e,37.14,immoscout
2138,117.8,13189,Talstra&szlig;e,18.15,immoscout
1400,49,10585,Kaiser-Friedrich-Str.,28.57,immoscout
1037.34,89.49,12526,Glienicker Stra&szlig;e,11.59,immoscout
1100,85,13086,Hunsr&uuml;ckstr.,12.94,immoscout
2200,99.17,10245,Stralauer Allee,22.18,immoscout
1073.77,85.69,12439,Flutstra&szlig;e,12.53,immoscout
4995,219.97,10245,Stralauer Allee,22.71,immoscout
780,18,10557,Klara Franke Stra&szlig;e,43.33,immoscout
3050,125.41,10245,Stralauer Allee,24.32,immoscout
1989,117.8,13189,Talstra&szlig;e,16.88,immoscout
2690,134.62,10245,Stralauer Allee,19.98,immoscout
1970,124.4,13189,Talstra&szlig;e,15.84,immoscout
1320,140,12623,Eberleinstra&szlig;e,9.43,immoscout
1590,80.27,10245,Stralauer Allee,19.81,immoscout
750,27.8,13355,B&auml;rbel-Bohley-Ring,26.98,immoscout
572,20.5,13355,B&auml;rbel-Bohley-Ring,27.90,immoscout
541,20.5,13355,B&auml;rbel-Bohley-Ring,26.39,immoscout
1023.3,60.55,10963,Stresemannstra&szlig;e,16.90,immoscout
571,20.5,13355,B&auml;rbel-Bohley-Ring,27.85,immoscout
2077,106.36,10787,L&uuml;tzowufer,19.53,immoscout
571,20.5,13355,B&auml;rbel-Bohley-Ring,27.85,immoscout
2077,112.71,10785,L&uuml;tzowufer,18.43,immoscout
1333,66.4,10787,L&uuml;tzowufer,20.08,immoscout
1491.8,82.6,10787,L&uuml;tzowufer,18.06,immoscout
1200.2,66.4,10787,L&uuml;tzowufer,18.08,immoscout
603,24.1,13355,B&auml;rbel-Bohley-Ring,25.02,immoscout
2077,103.6,10785,L&uuml;tzowufer,20.05,immoscout
3499,176.8,10115,Am Panke Park,19.79,immoscout
645,27.8,13355,B&auml;rbel-Bohley-Ring,23.20,immoscout
759,27.8,13355,B&auml;rbel-Bohley-Ring,27.30,immoscout
530,20.5,13355,B&auml;rbel-Bohley-Ring,25.85,immoscout
593,20.5,13355,B&auml;rbel-Bohley-Ring,28.93,immoscout
899,72.53,12527,Dahmestr.,12.39,immoscout
645,27.7,13355,B&auml;rbel-Bohley-Ring,23.29,immoscout
593,20.5,13355,B&auml;rbel-Bohley-Ring,28.93,immoscout
919,63.5,13189,Talstra&szlig;e,14.47,immoscout
1295,105.47,12557,no_information,12.28,immoscout
1550,70.49,10785,Sch&ouml;neberger Ufer,21.99,immoscout
3000,106,10997,no_information,28.30,immoscout
1485,82.48,12163,Schlo&szlig;stra&szlig;e,18.00,immoscout
1335,86,10119,Lottumstra&szlig;e,15.52,immoscout
2847,159.24,10623,Knesebeckstra&szlig;e,17.88,immoscout
1380,104.5,12459,An der Wuhlheide,13.21,immoscout
2460.44,115.84,10707,Lietzenburger Str.,21.24,immoscout
3500,143.22,10178,no_information,24.44,immoscout
799,83.61,12559,Salvador-Allende-Str.,9.56,immoscout
494.34,60,12587,M&uuml;ggelseedamm,8.24,immoscout
391.93,62.4,10319,Mellenseestr.,6.28,immoscout
612,52,13125,Wiltbergstra&szlig;e,11.77,immoscout
669,60,13591,Nennhauser Damm,11.15,immoscout
529.08,66.16,12309,Nahariyastr.,8.00,immoscout
930,81.71,12357,Kleestr.,11.38,immoscout
1174.4,64.4,12435,Karl-Kunger-Stra&szlig;e,18.24,immoscout
640,13,10557,Klara Franke Stra&szlig;e,49.23,immoscout
671,83.05,12557,Gr&uuml;nauer Stra&szlig;e,8.08,immoscout
561.2,72.32,13409,Sommerstr.,7.76,immoscout
1116,76,14195,Oskar Helene Park,14.68,immoscout
614.24,84,14055,Angerburger Allee,7.31,immoscout
1972,136,14167,no_information,14.50,immoscout
2458.41,144.61,10115,Linienstra&szlig;e,17.00,immoscout
2626.84,154.52,10115,Linienstra&szlig;e,17.00,immoscout
970.2,32.34,10249,Thaerstrasse,30.00,immoscout
1039,83.14,12527,Waldkiefernring,12.50,immoscout
418.11,60,13359,Gotenburger Str.,6.97,immoscout
700,15,10557,Klara Franke Stra&szlig;e,46.67,immoscout
620,12,10557,Klara Franke Stra&szlig;e,51.67,immoscout
347.77,42.38,12309,Gro&szlig;-Ziethener-Str.,8.21,immoscout
356.8,43.48,12309,Gro&szlig;-Ziethener-Str.,8.21,immoscout
1623.05,109,14165,Johannesstra&szlig;e,14.89,immoscout
644.48,80.59,12309,Gro&szlig;-Ziethener-Str.,8.00,immoscout
1477.4,101.89,12047,Maybachufer,14.50,immoscout
658.53,69.76,12559,Philipp-Jacob-Rauch-Str.,9.44,immoscout
556.51,69.59,12309,Skarbinastr.,8.00,immoscout
1271.25,84.75,10785,Flottwellstra&szlig;e,15.00,immoscout
578,62,13467,Falkentaler Steig,9.32,immoscout
1998,136,10439,Finnl&auml;ndische Str.,14.69,immoscout
852.68,67.14,12527,Regattastra&szlig;e,12.70,immoscout
940.01,77.05,12527,Regattastra&szlig;e,12.20,immoscout
2340,117,10243,no_information,20.00,immoscout
2340,117,10243,no_information,20.00,immoscout
743.16,123,13359,Wollankstr.,6.04,immoscout
1300,86,12589,F&uuml;rstenwalder Allee,15.12,immoscout
590.63,56.25,12589,Mausohrweg,10.50,immoscout
1534,77.66,10557,Heidestra&szlig;e,19.75,immoscout
1499,77.66,10557,Heidestra&szlig;e,19.30,immoscout
607.53,76,12057,Dieselstr.,7.99,immoscout
2500,81.45,10623,Englische Str.,30.69,immoscout
1353,123,12526,no_information,11.00,immoscout
809,52.19,12167,Klingsorstr.,15.50,immoscout
790,47,12527,Dahmestra&szlig;e,16.81,immoscout
1330,100,12557,Gr&uuml;nauer Stra&szlig;e,13.30,immoscout
605.68,76,12057,Dieselstr.,7.97,immoscout
610,36.85,10318,Marksburgstra&szlig;e,16.55,immoscout
1250,75.12,10115,Chausseestra&szlig;e,16.64,immoscout
518.69,61,12685,Fichtelbergstra&szlig;e,8.50,immoscout
1986.17,102.38,10557,Heidestra&szlig;e,19.40,immoscout
518.69,61,12685,Allee der Kosmonauten,8.50,immoscout
1003.86,60.84,12435,Kiefholzstra&szlig;e,16.50,immoscout
1198,49.9,10405,Rykestra&szlig;e,24.01,immoscout
458.78,61.17,12629,Michendorfer Stra&szlig;e,7.50,immoscout
459,61.2,12629,Kyritzer Stra&szlig;e,7.50,immoscout
1149,115.42,13403,Schillingstr.,9.95,immoscout
1650,77.03,10179,Wassergasse,21.42,immoscout
1700,80.46,10179,Wassergasse,21.13,immoscout
1500,43.5,10963,no_information,34.48,immoscout
2700,158.21,10783,B&uuml;lowstra&szlig;e,17.07,immoscout
785,79.37,12623,Grunowstr.,9.89,immoscout
840,24,10245,Sonntagstra&szlig;e,35.00,immoscout
1500.18,90.92,10115,Schwartzkopffstra&szlig;e,16.50,immoscout
2950,164,10439,"Malm&ouml;er Stra&szlig;e, WE46",17.99,immoscout
1988,90.36,10785,Sch&ouml;neberger Ufer,22.00,immoscout
1958,91.06,10785,Sch&ouml;neberger Ufer,21.50,immoscout
2249,159.55,10589,Kaiserin-Augusta-Allee,14.10,immoscout
2832,177,10785,no_information,16.00,immoscout
2272,142,10785,no_information,16.00,immoscout
640,13,10557,Klara Franke Stra&szlig;e,49.23,immoscout
1724.85,114.99,10785,Flottwellstr.,15.00,immoscout
815,70.88,10553,Rostocker Str.,11.50,immoscout
1222,101.81,10553,Rostocker Str.,12.00,immoscout
1090,45.2,10115,Chausseestr.,24.12,immoscout
1023.3,60.55,10963,Stresemannstra&szlig;e,16.90,immoscout
1400,81.3,14199,Helene-Jacobs-Str.,17.22,immoscout
1798,100,10783,no_information,17.98,immoscout
997,83.04,12555,Lindenstra&szlig;e,12.01,immoscout
891,68.5,12459,An der Wuhlheide,13.01,immoscout
2650,129.94,10245,Stralauer Allee,20.39,immoscout
1450,140,14089,no_information,10.36,immoscout
700,15,10557,Klara Franke Stra&szlig;e,46.67,immoscout
856.98,74.5,12623,Hultschiner Damm,11.50,immoscout
640,13,10557,Klara Franke Stra&szlig;e,49.23,immoscout
1999,92,10785,Sch&ouml;neberger Ufer,21.73,immoscout
334.51,48.48,12205,Friedrichstr.,6.90,immoscout
700,16,10557,Klara Franke Stra&szlig;e,43.75,immoscout
3597.4,260,10117,Unter den Linden,13.84,immoscout
716.48,52.97,10243,Singerstra&szlig;e,13.53,immoscout
465,19.5,13347,Gerichtstra&szlig;e,23.85,immoscout
1164.6,77.64,12527,Regattastra&szlig;e,15.00,immoscout
1271.38,107.38,12163,Grillparzerstra&szlig;e,11.84,immoscout
1490,99.4,12555,Bahnhofstra&szlig;e,14.99,immoscout
358.2,47.76,14055,Angerburger Allee,7.50,immoscout
1049,81,14057,Kaiserdamm,12.95,immoscout
1235.1,82.34,13581,Spandauer Burgwall,15.00,immoscout
503.59,45.69,13507,Schlieperstr.,11.02,immoscout
753.05,68.42,13581,Klosterstr.,11.01,immoscout
850,81.3,10369,Anton-Saefkow-Platz,10.46,immoscout
535.5,30.6,12555,Gr&uuml;nstra&szlig;e,17.50,immoscout
1190,47.4,10623,Wegelystra&szlig;e,25.11,immoscout
1912.54,136.61,10627,Windscheidstra&szlig;e,14.00,immoscout
562.05,37.47,12489,Konrad-Zuse-Stra&szlig;e,15.00,immoscout
609.02,41.43,12489,Konrad-Zuse-Stra&szlig;e,14.70,immoscout
804.83,39.26,10827,Hauptstra&szlig;e,20.50,immoscout
753.1,75.31,12557,Karlstra&szlig;e,10.00,immoscout
2150,81.1,10179,Stallschreiberstr.,26.51,immoscout
658,54.78,12555,Puchanstr.,12.01,immoscout
1456,66.03,10247,no_information,22.05,immoscout
3130,226,10829,Monumentenstrasse,13.85,immoscout
715,57.43,13053,no_information,12.45,immoscout
1890,105,10557,Otto-Weidt-Platz,18.00,immoscout
1700,112.81,10247,no_information,15.07,immoscout
1177.8,60.4,10963,Hallesche Stra&szlig;e,19.50,immoscout
1842.43,95.96,10557,Heidestra&szlig;e,19.20,immoscout
1578.66,89.19,10557,Heidestra&szlig;e,17.70,immoscout
1410.72,90.24,13581,Jadeweg,15.63,immoscout
1711.5,94.5,14193,no_information,18.11,immoscout
4237.5,169.5,14193,no_information,25.00,immoscout
1280,64,10117,Claire-Waldoff-Strasse,20.00,immoscout
1470,105,10365,Im Lindenhof,14.00,immoscout
1595,151,12307,Dossestr,10.56,immoscout
2100,117,13187,Brennerstra&szlig;e,17.95,immoscout
590,27.78,10178,Wadzeckstra&szlig;e,21.24,immoscout
780,17,10557,Klara Franke Stra&szlig;e,45.88,immoscout
1850,96.81,10623,Wilhelm-Caspar-Wegely-Platz,19.11,immoscout
687.55,70.97,10315,Kraetkestra&szlig;e,9.69,immoscout
780,20,10115,Boyenstra&szlig;e,39.00,immoscout
868,65.54,13051,no_information,13.24,immoscout
1450,120,14109,no_information,12.08,immoscout
1980,158,10785,Frankfurter Allee,12.53,immoscout
1950,74,10623,Wilhem-Caspar-Wegely-Platz,26.35,immoscout
799,63.7,10317,Einbecker Stra&szlig;e,12.54,immoscout
580,41,10365,Im Lindenhof,14.15,immoscout
5233,249.17,10629,Wilmersdorfer Str.,21.00,immoscout
1400,64.44,10179,Neue Gr&uuml;nstra&szlig;e,21.73,immoscout
706.69,50.41,12526,Glienicker Stra&szlig;e,14.02,immoscout
710,56.5,12459,An der Wuhlheide,12.57,immoscout
979,76.15,12051,Silbersteinstra&szlig;e,12.86,immoscout
2100,105,10963,Gabriele-Tergit-Promenade,20.00,immoscout
1540,77,10179,Stallschreiberstra&szlig;e,20.00,immoscout
834,61.71,13409,Epensteinstra&szlig;e,13.51,immoscout
715,75.28,12489,Waldstra&szlig;e,9.50,immoscout
945,65,12439,Schnellerstr.,14.54,immoscout
780,20,10115,Boyenstra&szlig;e,39.00,immoscout
729,74,12559,Salvador-Allende-Str.,9.85,immoscout
529,56,12559,Salvador-Allende-Str.,9.45,immoscout
1655,159.2,12161,no_information,10.40,immoscout
755,51,10783,Kurm&auml;rkische Str.,14.80,immoscout
570.83,26.55,12555,Lindenstra&szlig;e,21.50,immoscout
629,61.08,12527,Libboldallee,10.30,immoscout
562.8,32.61,12555,no_information,17.26,immoscout
524.21,62,12689,Fl&auml;mingstra&szlig;e,8.46,immoscout
736.59,27.71,10179,Michaelkirchstra&szlig;e,26.58,immoscout
449.67,73.26,13595,J&auml;gerstr.,6.14,immoscout
502.07,61.71,14052,Heerstra&szlig;e,8.14,immoscout
740,15,10245,Boxhagener Stra&szlig;e,49.33,immoscout
2622,69.92,14129,Pfeddersheimer Weg,37.50,immoscout
3300,165,14193,no_information,20.00,immoscout
1278.7,67.3,12489,no_information,19.00,immoscout
1382.72,95.36,10367,Ruschestra&szlig;e,14.50,immoscout
676.7,67,12689,Fl&auml;mingstra&szlig;e,10.10,immoscout
1010.45,72.18,10315,Rosenfelder Ring,14.00,immoscout
2370.19,180.93,10247,Dolziger Stra&szlig;e,13.10,immoscout
1890,73,10115,Chausseestra&szlig;e,25.89,immoscout
430.75,41.82,12589,Mausohrweg,10.30,immoscout
1700,101.15,10785,Br&uuml;der-Grimm-Gasse,16.81,immoscout
1094.55,72.97,13409,Residenzstr.,15.00,immoscout
1055.67,105,13585,Neuendorfer Stra&szlig;e,10.05,immoscout
1450.95,85.35,10963,Stresemannstra&szlig;e,17.00,immoscout
1835.4,87.4,10119,Sch&ouml;nhauser Allee,21.00,immoscout
464.17,66.31,12629,Kyritzer Stra&szlig;e,7.00,immoscout
1670,126.59,12055,Braunschweiger Stra&szlig;e,13.19,immoscout
253.45,25.86,13581,Pichelsdorfer Stra&szlig;e,9.80,immoscout
669.74,86.24,13595,Pichelsdorfer Stra&szlig;e,7.77,immoscout
2100,125,10551,Turmstrasse,16.80,immoscout
1099.68,39.5,10711,Westf&auml;lische Str.,27.84,immoscout
1399.56,53.5,10711,Westf&auml;lische Str.,26.16,immoscout
1060,77,12623,Fritz-Reuter-Stra&szlig;e,13.77,immoscout
750,41.69,13347,Turiner Stra&szlig;e,17.99,immoscout
2100,155,12205,no_information,13.55,immoscout
2040,119,12623,Fritz-Reuter-Stra&szlig;e,17.14,immoscout
856,68.5,12459,An der Wuhlheide,12.50,immoscout
661,57.5,12459,An der Wuhlheide,11.50,immoscout
620.14,71,13158,Friedrich-Engels-Stra&szlig;e,8.73,immoscout
1060,44,10963,Gabriele-Tergit Promenade,24.09,immoscout
1200,57.7,10963,Gabriele-Tergit-Promenade,20.80,immoscout
1650,77,10557,Invalidenstra&szlig;e H4_06/12,21.43,immoscout
1460,85,10557,Invalidenstra&szlig;e H4_04/20,17.18,immoscout
920,46,12277,Malteserstra&szlig;e,20.00,immoscout
1008,63,12277,Malteserstra&szlig;e,16.00,immoscout
1026,54,12277,Malteserstra&szlig;e,19.00,immoscout
799,73,13187,M&uuml;hlenstra&szlig;e,10.95,immoscout
1998,79.05,10435,no_information,25.28,immoscout
300.33,45.89,12351,Eugen-Bolz-Kehre,6.54,immoscout
476.26,67.08,12459,Wilhelminenhofstra&szlig;e,7.10,immoscout
